"community","year","month","median","mean","sum","count"
46,2013,3,3.55,10.086,403.44,40
46,2013,4,3.65,9.86774193548387,305.9,31
46,2013,5,4.55,9.253,462.65,50
46,2013,6,3.45,8.82075471698113,467.5,53
46,2013,7,4.35,12.0748214285714,676.19,56
46,2013,8,3.25,10.6691176470588,725.5,68
46,2013,9,3.85,8.7161038961039,671.14,77
46,2013,10,3.25,6.90333333333333,517.75,75
46,2013,11,3.45,8.65891304347826,398.31,46
46,2013,12,3.45,8.6,438.6,51
47,2013,2,17.75,14.25,57,4
47,2013,3,12.625,12.625,25.25,2
47,2013,4,10.05,10.05,60.3,6
47,2013,5,3.25,4.78333333333333,14.35,3
47,2013,6,6.35,9.55,38.2,4
47,2013,7,3.35,5.18333333333333,31.1,6
47,2013,8,3.45,13.06,65.3,5
47,2013,9,3.25,3.31666666666667,9.95,3
47,2013,10,3.25,36.2833333333333,217.7,6
47,2013,11,6.25,6.25,6.25,1
47,2013,12,4.75,8.15,32.6,4
48,2013,1,3.25,5.8027027027027,214.7,37
48,2013,2,5.05,10.4954545454545,346.35,33
48,2013,3,3.45,9.42450980392157,480.65,51
48,2013,4,3.65,9.20681818181818,1012.75,110
48,2013,5,3.25,6.65635593220339,785.45,118
48,2013,6,3.25,6.175,358.15,58
48,2013,7,3.25,7.94754098360656,484.8,61
48,2013,8,3.25,6.3247311827957,588.2,93
48,2013,9,3.25,7.913125,633.05,80
48,2013,10,3.25,7.62307692307692,495.5,65
48,2013,11,5.45,8.83666666666667,291.61,33
48,2013,12,4.85,7.29102564102564,284.35,39
49,2013,1,3.25,5.495625,263.79,48
49,2013,2,3.25,6.88061224489796,337.15,49
49,2013,3,4.45,9.03050847457627,532.8,59
49,2013,4,3.75,13.6260714285714,1144.59,84
49,2013,5,4.05,12.6962121212121,837.95,66
49,2013,6,4.45,8.83333333333333,371,42
49,2013,7,3.35,8.96052631578947,340.5,38
49,2013,8,4.25,13.1044444444444,589.7,45
49,2013,9,3.65,12.4686440677966,735.65,59
49,2013,10,7.05,14.8972727272727,819.35,55
49,2013,11,8.15,14.4161290322581,893.8,62
49,2013,12,6.35,10.136,506.8,50
50,2013,1,3.25,4.96,49.6,10
50,2013,2,3.25,5.06818181818182,55.75,11
50,2013,3,4.45,8.39285714285714,58.75,7
50,2013,4,3.25,9.45,56.7,6
50,2013,5,3.25,6.35909090909091,69.95,11
50,2013,6,2.45,6.441,64.41,10
50,2013,7,3.25,6.25,62.5,10
50,2013,8,3.25,5.71666666666667,34.3,6
50,2013,9,3.65,7.45,52.15,7
50,2013,10,3.35,12.91,129.1,10
50,2013,11,11.6,19.69,98.45,5
50,2013,12,24.85,24.2944444444444,218.65,9
51,2013,1,3.45,12.140612244898,594.89,49
51,2013,2,3.65,6.75555555555556,182.4,27
51,2013,3,3.45,10.2516129032258,317.8,31
51,2013,4,5.25,13.375,214,16
51,2013,5,5.05,10.3777777777778,280.2,27
51,2013,6,3.65,26.8991304347826,618.68,23
51,2013,7,3.25,9.275,241.15,26
51,2013,8,7.85,12.8839130434783,296.33,23
51,2013,9,5.25,9.13260869565218,210.05,23
51,2013,10,6.25,7.115,142.3,20
51,2013,11,3.45,8.18888888888889,221.1,27
51,2013,12,3.85,11.5424242424242,380.9,33
52,2013,1,3.25,3.31666666666667,19.9,6
52,2013,2,3.35,10.35,41.4,4
52,2013,3,3.25,6.4,51.2,8
52,2013,4,3.25,3.31666666666667,19.9,6
52,2013,5,3.25,3.25,13,4
52,2013,6,3.25,11.95,47.8,4
52,2013,7,3.25,3.65,10.95,3
52,2013,8,27.65,25.7833333333333,77.35,3
52,2013,9,3.25,3.25,3.25,1
52,2013,10,4.65,15.25,45.75,3
52,2013,11,3.25,3.33,16.65,5
52,2013,12,18.35,18.1,72.4,4
53,2013,1,3.25,13.5283333333333,162.34,12
53,2013,2,3.55,7.28125,116.5,16
53,2013,3,9.65,21.6105263157895,410.6,19
53,2013,4,36.9,25.35,202.8,8
53,2013,5,21.1,21.1,42.2,2
53,2013,6,3.25,5.83888888888889,52.55,9
53,2013,7,16.675,19.185,306.96,16
53,2013,8,36.9,24.5117647058824,416.7,17
53,2013,9,3.65,8.71875,209.25,24
53,2013,10,10.125,13.74,137.4,10
53,2013,11,5.65,13.9964705882353,237.94,17
53,2013,12,3.25,3.53,17.65,5
54,2013,1,4.45,4.18333333333333,12.55,3
54,2013,2,21.175,21.175,42.35,2
54,2013,3,3.75,13.8166666666667,82.9,6
54,2013,4,3.25,3.25,6.5,2
54,2013,6,4.85,4.85,4.85,1
54,2013,7,3.45,3.45,3.45,1
54,2013,8,20.1,20.1,20.1,1
54,2013,9,7.425,7.425,14.85,2
54,2013,10,11.6,11.6,11.6,1
54,2013,11,3.25,3.25,3.25,1
54,2013,12,3.25,3.25,6.5,2
55,2013,1,3.25,5.11666666666667,15.35,3
55,2013,2,3.25,3.45,10.35,3
55,2013,3,3.35,3.5,14,4
55,2013,4,3.35,3.35,6.7,2
55,2013,5,3.25,33.37,166.85,5
55,2013,6,3.45,3.45,3.45,1
55,2013,7,3.85,17.25,51.75,3
55,2013,8,14.125,14.125,28.25,2
55,2013,9,3.25,3.25,6.5,2
55,2013,10,3.25,3.25,3.25,1
55,2013,11,3.25,6.78333333333333,20.35,3
55,2013,12,3.25,3.25,6.5,2
56,2013,1,3.65,11.9035508083141,20616.95,1732
56,2013,2,6.05,15.5080912632165,27868.04,1797
56,2013,3,9.65,17.613480747236,46200.16,2623
56,2013,4,8.15,16.7017411924119,49303.54,2952
56,2013,5,7.05,16.4385315572471,51830.69,3153
56,2013,6,5.05,14.1048261178141,39747.4,2818
56,2013,7,3.85,14.7535145337863,39082.06,2649
56,2013,8,3.85,12.7339051918736,39487.84,3101
56,2013,9,5.05,15.3564050632911,48526.24,3160
56,2013,10,5.85,15.7357923332327,52132.68,3313
56,2013,11,6.45,16.669064171123,49873.84,2992
56,2013,12,7.45,16.7215488215488,54629.3,3267
57,2013,1,3.25,3.4698275862069,201.25,58
57,2013,2,3.25,212.1675,6789.36,32
57,2013,3,3.25,4.19076923076923,326.88,78
57,2013,4,3.25,6.7458,337.29,50
57,2013,5,3.25,6.21666666666667,317.05,51
57,2013,6,3.25,5.19072727272727,285.49,55
57,2013,7,3.25,4.80395833333333,230.59,48
57,2013,8,3.25,14.2253488372093,611.69,43
57,2013,9,3.25,6.10452830188679,323.54,53
57,2013,10,3.25,6.4825,259.3,40
57,2013,11,3.25,7.05,324.3,46
57,2013,12,3.25,7.64101694915254,450.82,59
58,2013,1,5.05,5.30593220338983,626.1,118
58,2013,2,4.95,106.418943661972,15111.49,142
58,2013,3,4.25,5.62286821705426,725.35,129
58,2013,4,4.65,6.95237179487179,1084.57,156
58,2013,5,4.925,6.50122093023256,1118.21,172
58,2013,6,4.25,22.6031818181818,2983.62,132
58,2013,7,5.05,6.18214285714286,865.5,140
58,2013,8,4.15,6.40106382978723,1203.4,188
58,2013,9,3.25,4.324921875,553.59,128
58,2013,10,4.25,6.47392857142857,1087.62,168
58,2013,11,3.25,5.53055555555556,796.4,144
58,2013,12,3.45,5.32216494845361,1032.5,194
59,2013,1,3.25,4.36024595469256,6736.58,1545
59,2013,2,3.25,4.34194805194805,6686.6,1540
59,2013,3,3.25,4.36140240050537,6904.1,1583
59,2013,4,3.25,4.91286764705882,8017.8,1632
59,2013,5,3.25,4.25688998156116,6925.96,1627
59,2013,6,3.25,4.20816226183159,6846.68,1627
59,2013,7,3.25,4.15770454545455,7317.56,1760
59,2013,8,3.25,4.0650633640553,7056.95,1736
59,2013,9,3.25,4.20037542662116,6153.55,1465
59,2013,10,3.25,4.57622404371585,8374.49,1830
59,2013,11,3.25,4.11206751054852,5847.36,1422
59,2013,12,3.25,4.04924401197605,5409.79,1336
60,2013,1,4.05,6.55204724409449,832.11,127
60,2013,2,4.845,16.0690845070423,2281.81,142
60,2013,3,4.55,7.51857142857143,1999.94,266
60,2013,4,5.35,9.64353571428571,2700.19,280
60,2013,5,4.65,11.0103956834532,3060.89,278
60,2013,6,3.85,7.64654822335025,1506.37,197
60,2013,7,3.45,6.57273255813953,1130.51,172
60,2013,8,3.25,5.5703125,1247.75,224
60,2013,9,3.25,6.22532467532467,1438.05,231
60,2013,10,3.25,6.26769585253456,1360.09,217
60,2013,11,3.95,7.41673611111111,2136.02,288
60,2013,12,4.05,7.63545762711864,2252.46,295
61,2013,1,3.85,5.34732142857143,299.45,56
61,2013,2,5.05,10.3283333333333,681.67,66
61,2013,3,5.25,9.33244680851064,877.25,94
61,2013,4,4.84,7.41845360824742,719.59,97
61,2013,5,5.05,9.86516853932584,878,89
61,2013,6,3.85,5.27091836734694,516.55,98
61,2013,7,3.45,5.25789473684211,399.6,76
61,2013,8,3.65,8.11542553191489,762.85,94
61,2013,9,4.45,7.53876404494382,670.95,89
61,2013,10,4.75,7.73378378378378,572.3,74
61,2013,11,4.65,7.44047619047619,625,84
61,2013,12,4.65,7.57627118644068,447,59
62,2013,1,3.25,4.33421052631579,82.35,19
62,2013,2,3.25,4.53571428571429,95.25,21
62,2013,3,3.25,5.32826086956522,122.55,23
62,2013,4,3.25,5.83378378378378,215.85,37
62,2013,5,3.25,41.3734482758621,1199.83,29
62,2013,6,3.25,7.08333333333333,191.25,27
62,2013,7,3.45,7.92277777777778,142.61,18
62,2013,8,3.25,4.91458333333333,117.95,24
62,2013,9,4.45,7.71666666666667,92.6,12
62,2013,10,4.05,10.9530303030303,361.45,33
62,2013,11,3.25,7.40434782608696,170.3,23
62,2013,12,3.25,8.49333333333333,254.8,30
63,2013,1,3.25,5.4609375,174.75,32
63,2013,2,3.35,5.83,174.9,30
63,2013,3,4.25,8.74054054054054,323.4,37
63,2013,4,3.25,6.93108108108108,256.45,37
63,2013,5,5.65,8.442,211.05,25
63,2013,6,3.75,7.37954545454545,162.35,22
63,2013,7,3.25,7.6462962962963,206.45,27
63,2013,8,3.85,10.1265853658537,415.19,41
63,2013,9,3.25,7.14714285714286,250.15,35
63,2013,10,3.25,5.50142857142857,192.55,35
63,2013,11,9.05,10.5015625,336.05,32
63,2013,12,3.45,8.37368421052632,318.2,38
64,2013,1,3.25,12.3294117647059,209.6,17
64,2013,2,3.25,10.3978260869565,239.15,23
64,2013,3,3.25,8.84058823529412,300.58,34
64,2013,4,3.65,12.6458,632.29,50
64,2013,5,4.45,17.2067391304348,791.51,46
64,2013,6,3.25,9.41904761904762,395.6,42
64,2013,7,3.25,8.53636363636364,281.7,33
64,2013,8,3.25,8.23204545454545,362.21,44
64,2013,9,4.85,15.6755555555556,705.4,45
64,2013,10,3.25,13.4814814814815,364,27
64,2013,11,3.45,11.5702941176471,393.39,34
64,2013,12,6.05,13.5414285714286,473.95,35
65,2013,1,3.25,5.458,136.45,25
65,2013,2,3.25,8.26590909090909,181.85,22
65,2013,3,3.25,6.18571428571429,216.5,35
65,2013,4,3.25,8.7171052631579,331.25,38
65,2013,5,3.65,7.07121212121212,233.35,33
65,2013,6,3.25,6.67371428571429,233.58,35
65,2013,7,3.25,7.93541666666667,190.45,24
65,2013,8,3.25,17.0973913043478,393.24,23
65,2013,9,3.25,6.33888888888889,171.15,27
65,2013,10,3.25,4.29137931034483,124.45,29
65,2013,11,3.25,7.11862745098039,363.05,51
65,2013,12,3.45,13.9475609756098,571.85,41
66,2013,1,3.65,5.1587323943662,366.27,71
66,2013,2,3.35,8.483,424.15,50
66,2013,3,7.45,10.4311111111111,469.4,45
66,2013,4,7.45,10.4716393442623,638.77,61
66,2013,5,7.05,9.11515151515152,300.8,33
66,2013,6,6.85,11.482,287.05,25
66,2013,7,3.85,6,138,23
66,2013,8,4.55,11.0323529411765,375.1,34
66,2013,9,10.65,11.5514285714286,404.3,35
66,2013,10,7.65,11.4890243902439,471.05,41
66,2013,11,6.25,11.1606896551724,647.32,58
66,2013,12,3.95,9.46086956521739,435.2,46
67,2013,1,3.45,6.71296296296296,181.25,27
67,2013,2,6.15,8.47941176470588,288.3,34
67,2013,3,9.65,10.8980392156863,555.8,51
67,2013,4,4.05,10.098275862069,292.85,29
67,2013,5,5.05,16.0884615384615,627.45,39
67,2013,6,3.85,8.136,203.4,25
67,2013,7,3.85,8.38157894736842,159.25,19
67,2013,8,5.65,10.45,292.6,28
67,2013,9,4.85,9.168,229.2,25
67,2013,10,3.25,8.2206976744186,353.49,43
67,2013,11,5.05,9.96307692307692,647.6,65
67,2013,12,3.25,9.81967213114754,599,61
68,2013,1,4.05,9.4030612244898,460.75,49
68,2013,2,3.65,7.96296296296296,430,54
68,2013,3,3.45,7.4258904109589,542.09,73
68,2013,4,8.05,10.8548571428571,759.84,70
68,2013,5,4.65,8.44836065573771,515.35,61
68,2013,6,4.05,9.4252,471.26,50
68,2013,7,3.45,8.35641025641026,325.9,39
68,2013,8,6.45,9.63691176470588,655.31,68
68,2013,9,4.45,8.21153846153846,427,52
68,2013,10,3.85,7.80352112676056,554.05,71
68,2013,11,3.65,8.12090909090909,446.65,55
68,2013,12,7.05,11.3202469135802,916.94,81
69,2013,1,3.45,7.18239436619718,509.95,71
69,2013,2,4.05,7.73810126582278,611.31,79
69,2013,3,3.65,9.7536974789916,1160.69,119
69,2013,4,3.85,8.84208955223881,1184.84,134
69,2013,5,4.15,8.56547619047619,1079.25,126
69,2013,6,4.05,9.47746478873239,672.9,71
69,2013,7,3.45,7.05333333333333,507.84,72
69,2013,8,3.25,6.63595505617978,590.6,89
69,2013,9,3.85,9.10765217391304,1047.38,115
69,2013,10,3.65,10.0526315789474,764,76
69,2013,11,4.85,9.10912698412698,1147.75,126
69,2013,12,5.25,9.68716981132075,1026.84,106
70,2013,1,3.25,5.575,89.2,16
70,2013,2,3.35,5.40555555555556,97.3,18
70,2013,3,4.85,8.26025641025641,322.15,39
70,2013,4,4.55,104.501904761905,4389.08,42
70,2013,5,3.65,7.40757575757576,244.45,33
70,2013,6,5.95,8.31,166.2,20
70,2013,7,5.45,16.2645,325.29,20
70,2013,8,3.65,9.0051724137931,261.15,29
70,2013,9,3.75,9.375,337.5,36
70,2013,10,3.55,6.45625,206.6,32
70,2013,11,3.35,10.8,345.6,32
70,2013,12,4.05,9.46486486486486,350.2,37
71,2013,1,4.65,10.8409090909091,357.75,33
71,2013,2,7.85,14.1736111111111,510.25,36
71,2013,3,5.65,12.2796610169492,724.5,59
71,2013,4,5.05,46.825,2903.15,62
71,2013,5,15.15,16.8092105263158,638.75,38
71,2013,6,8.55,17.0470588235294,579.6,34
71,2013,7,4.65,10.5893939393939,349.45,33
71,2013,8,3.95,8.975,323.1,36
71,2013,9,9.65,15.0467272727273,827.57,55
71,2013,10,10.45,14.0782051282051,549.05,39
71,2013,11,17.85,17.1671428571429,600.85,35
71,2013,12,4,12.0058823529412,612.3,51
72,2013,1,25.95,23.0916666666667,138.55,6
72,2013,2,3.35,8.79,87.9,10
72,2013,3,3.45,10.5970588235294,180.15,17
72,2013,4,4.35,11.5222222222222,207.4,18
72,2013,5,4.05,12.4,210.8,17
72,2013,6,3.65,9.525,152.4,16
72,2013,7,3.25,16.2961538461538,211.85,13
72,2013,8,3.45,11.7571428571429,164.6,14
72,2013,9,9.85,16.9107142857143,236.75,14
72,2013,10,3.25,8.72272727272727,95.95,11
72,2013,11,3.35,4.29,42.9,10
72,2013,12,3.95,20.9142857142857,292.8,14
73,2013,1,5,14.552380952381,305.6,21
73,2013,2,3.55,9.24,184.8,20
73,2013,3,3.45,10.9826923076923,285.55,26
73,2013,4,3.25,7.88,157.6,20
73,2013,5,22.85,19.9772727272727,219.75,11
73,2013,6,9.25,13.3214285714286,186.5,14
73,2013,7,3.25,7.19285714285714,50.35,7
73,2013,8,4.45,12.9447368421053,245.95,19
73,2013,9,11.15,13.825,276.5,20
73,2013,10,3.25,8.45588235294118,143.75,17
73,2013,11,21.45,20.3104166666667,487.45,24
73,2013,12,3.25,6.8625,164.7,24
74,2013,1,41.65,41.65,41.65,1
74,2013,2,17.45,17.08,85.4,5
74,2013,3,34.25,33.65,100.95,3
74,2013,4,3.25,7.962,39.81,5
74,2013,5,3.25,13.4457142857143,94.12,7
74,2013,6,3.65,10.25,51.25,5
74,2013,7,19.55,19.55,39.1,2
74,2013,8,3.25,18.8333333333333,56.5,3
74,2013,9,3.25,3.58333333333333,10.75,3
74,2013,10,3.45,21.875,131.25,6
74,2013,11,4.45,17.4833333333333,104.9,6
74,2013,12,3.25,3.25,6.5,2
75,2013,1,3.45,7.67222222222222,69.05,9
75,2013,2,3.25,7.73928571428571,108.35,14
75,2013,3,4.85,13.3071428571429,186.3,14
75,2013,4,4.45,13.4615789473684,255.77,19
75,2013,5,26.65,21.84,436.8,20
75,2013,6,4.05,14.1333333333333,169.6,12
75,2013,7,3.25,10.0166666666667,150.25,15
75,2013,8,3.25,9.48636363636364,104.35,11
75,2013,9,3.25,9.55714285714286,200.7,21
75,2013,10,3.25,8.38642857142857,117.41,14
75,2013,11,6.35,15.0375,240.6,16
75,2013,12,3.25,8.83333333333333,106,12
76,2013,1,3.65,14.4954541925466,112020.87,7728
76,2013,2,5.85,17.8708533575789,137587.7,7699
76,2013,3,6.45,18.4592641107561,173332.49,9390
76,2013,4,7.05,18.5205911569926,190169.43,10268
76,2013,5,6.25,16.839609452512,186700.75,11087
76,2013,6,4.25,15.0743284632987,171274.52,11362
76,2013,7,3.65,14.5189098000975,148891.42,10255
76,2013,8,3.85,14.2547042178796,161206.45,11309
76,2013,9,4.85,15.1577558055152,167099.1,11024
76,2013,10,4.45,15.7986080196399,193058.99,12220
76,2013,11,4.45,16.6917213622291,188699.91,11305
76,2013,12,6.05,15.7403108757478,160503.95,10197
77,2013,1,4.84,6.30426073540756,24517.27,3889
77,2013,2,5.05,6.67924677187948,27932.61,4182
77,2013,3,4.85,8.1570854054054,37726.52,4625
77,2013,4,4.85,9.16788504714863,40833.76,4454
77,2013,5,4.85,7.16245720250522,34308.17,4790
77,2013,6,4.84,6.03239130434783,31356.37,5198
77,2013,7,4.65,7.97195493066256,41390.39,5192
77,2013,8,4.65,6.33486060373005,32947.61,5201
77,2013,9,4.84,5.9128237704918,28854.58,4880
77,2013,10,4.65,5.9634416682322,31743.4,5323
77,2013,11,4.845,6.20797838412473,35037.83,5644
77,2013,12,4.85,5.90115832451232,39024.36,6613
1,2014,1,4.65,6.15797880116959,16848.23,2736
1,2014,2,4.84,5.88307542008597,15054.79,2559
1,2014,3,4.85,7.23573215599706,19666.72,2718
1,2014,4,5.05,6.89778691588785,18451.58,2675
1,2014,5,5.05,6.78685972169989,18046.26,2659
1,2014,6,5.05,6.87553895841744,17030.71,2477
1,2014,7,4.85,6.64026408450704,15086.68,2272
1,2014,8,4.65,6.87586732186732,13992.39,2035
1,2014,9,4.65,6.60534173533689,13626.82,2063
1,2014,10,4.65,6.3335582010582,14364.51,2268
1,2014,11,4.84,6.92928503336511,14537.64,2098
1,2014,12,4.65,6.60464491362764,13764.08,2084
2,2014,1,3.25,7.90291145450086,32220.17,4077
2,2014,2,3.25,8.77917680339463,31034.39,3535
2,2014,3,3.45,7.21269258809235,29680.23,4115
2,2014,4,4.05,7.00568796641791,30040.39,4288
2,2014,5,3.45,6.52741966658613,27016.99,4139
2,2014,6,3.25,5.80465512347431,20449.8,3523
2,2014,7,3.25,6.23489090393879,22002.93,3529
2,2014,8,3.65,7.31566684520621,27316.7,3734
2,2014,9,4.65,8.14028532608696,35947.5,4416
2,2014,10,5.25,8.68190133812662,43470.28,5007
2,2014,11,5.25,8.53993603837697,42725.3,5003
2,2014,12,3.65,6.23678885186307,20587.64,3301
3,2014,1,4.85,7.94533982683983,73414.94,9240
3,2014,2,5.05,6.10109587501405,54281.45,8897
3,2014,3,4.85,6.47595697092342,60802.76,9389
3,2014,4,4.85,6.18838353787034,49921.69,8067
3,2014,5,4.85,7.71620153183341,64476.58,8356
3,2014,6,5.05,6.73015111218569,55671.81,8272
3,2014,7,5.05,6.35791879437041,51047.73,8029
3,2014,8,4.85,6.06741047534089,47610.97,7847
3,2014,9,5.05,7.16963782953673,56023.55,7814
3,2014,10,5.05,7.28436369763001,64852.69,8903
3,2014,11,5.25,7.12776438653637,65646.71,9210
3,2014,12,5.05,7.17980471667912,67281.95,9371
4,2014,1,4.65,6.2040430971512,16986.67,2738
4,2014,2,4.65,5.62697067095219,14005.53,2489
4,2014,3,4.65,7.6305689847527,20518.6,2689
4,2014,4,4.25,5.34373109243697,12718.08,2380
4,2014,5,4.65,5.45566265060241,14037.42,2573
4,2014,6,4.45,6.05046638655462,14400.11,2380
4,2014,7,4.45,6.39772468215695,14593.21,2281
4,2014,8,4.65,6.26804504887378,14748.71,2353
4,2014,9,4.84,6.48586250527204,15377.98,2371
4,2014,10,5.15,7.82590267983075,22194.26,2836
4,2014,11,5.05,7.27488729874776,20333.31,2795
4,2014,12,5.05,6.69842534992224,17228.35,2572
5,2014,1,4.25,5.9957632999229,15553.01,2594
5,2014,2,4.45,5.41445915107257,11863.08,2191
5,2014,3,4.25,5.63544811320755,14336.58,2544
5,2014,4,4.05,5.55840779467681,11694.89,2104
5,2014,5,4.25,5.22097549909256,11507.03,2204
5,2014,6,4.25,5.38277413717781,12321.17,2289
5,2014,7,4.25,5.30956200527705,10061.62,1895
5,2014,8,4.65,6.1702400698385,14136.02,2291
5,2014,9,4.65,7.97255309734513,18017.97,2260
5,2014,10,4.85,6.90458140513252,16412.19,2377
5,2014,11,4.65,6.61974323704723,14437.66,2181
5,2014,12,4.25,5.45248191430161,9798.11,1797
6,2014,1,5.25,6.27219978440532,349110.64,55660
6,2014,2,5.25,6.59054867715374,330562.15,50157
6,2014,3,5.45,6.13832896144686,355691.61,57946
6,2014,4,5.25,5.77760316243798,286465.12,49582
6,2014,5,5.45,6.72631090040086,349014.82,51888
6,2014,6,5.45,5.99459362582442,292668.05,48822
6,2014,7,5.45,6.00889030961732,263165.36,43796
6,2014,8,5.45,6.14551186809205,271336.64,44152
6,2014,9,5.45,5.93714962097981,242016.03,40763
6,2014,10,5.25,6.93699971818717,270771.91,39033
6,2014,11,5.25,5.81826214812531,245338.66,42167
6,2014,12,5.25,6.13896506228909,241955.03,39413
7,2014,1,5.25,5.90106068162926,212969.28,36090
7,2014,2,5.25,6.55852439445823,208764.39,31831
7,2014,3,5.45,6.09256873227144,223377.94,36664
7,2014,4,5.45,6.17557801683513,190016.36,30769
7,2014,5,5.45,6.2373662356482,223821.65,35884
7,2014,6,5.45,6.06715008072131,199178.47,32829
7,2014,7,5.45,5.95797261785031,183642.59,30823
7,2014,8,5.45,5.91831188866277,180307.29,30466
7,2014,9,5.45,5.93388393537571,155728.85,26244
7,2014,10,5.45,6.5194036580488,179290.12,27501
7,2014,11,5.45,5.87529882488645,162992.54,27742
7,2014,12,5.45,6.04108900928793,156101.74,25840
8,2014,1,5.45,6.23291904609133,1457100.65,233775
8,2014,2,5.45,6.3011235709511,1470505.81,233372
8,2014,3,5.45,6.11451805890747,1624034.34,265603
8,2014,4,5.45,6.06390897115782,1542143.01,254315
8,2014,5,5.65,6.19851603122704,1721377.49,277708
8,2014,6,5.65,6.20953817308042,1705573.85,274670
8,2014,7,5.65,6.13417721122771,1567785.28,255582
8,2014,8,5.65,6.16947415190006,1652394.94,267834
8,2014,9,5.65,6.28669221981967,1540931.13,245110
8,2014,10,5.65,6.77944876380616,1811956.83,267272
8,2014,11,5.45,5.97401501328098,1551869.88,259770
8,2014,12,5.45,5.92306436327003,1587440.48,268010
9,2014,1,4.65,7.25,72.5,10
9,2014,2,3.45,9.435,94.35,10
9,2014,3,5.05,6.47058823529412,220,34
9,2014,4,3.25,6.67608695652174,153.55,23
9,2014,5,3.25,3.818,95.45,25
9,2014,6,3.25,6.3375,101.4,16
9,2014,7,3.25,9.14285714285714,128,14
9,2014,8,4.55,10.7666666666667,129.2,12
9,2014,9,3.65,4.32058823529412,73.45,17
9,2014,10,3.25,3.59,35.9,10
9,2014,11,3.25,3.75666666666667,56.35,15
9,2014,12,3.45,6.82894736842105,129.75,19
10,2014,1,3.25,8.77164739884393,3034.99,346
10,2014,2,3.25,10.5376231884058,3635.48,345
10,2014,3,3.25,7.2007967032967,2621.09,364
10,2014,4,3.25,8.80650273224044,3223.18,366
10,2014,5,3.25,7.57534146341463,3105.89,410
10,2014,6,3.25,6.63117486338798,2427.01,366
10,2014,7,3.25,7.0591935483871,2188.35,310
10,2014,8,4.65,9.0140221402214,4885.6,542
10,2014,9,6.25,9.70172121212121,8003.92,825
10,2014,10,6.45,10.8553585397653,8326.06,767
10,2014,11,6.05,11.2463873626374,8187.37,728
10,2014,12,6.65,10.5572063854048,9258.67,877
11,2014,1,3.25,5.77322994652406,5397.97,935
11,2014,2,3.25,5.88838469713071,5540.97,941
11,2014,3,3.25,5.80230515916575,5285.9,911
11,2014,4,3.45,6.17298913043478,5679.15,920
11,2014,5,5.05,9.37540023894863,7847.21,837
11,2014,6,4.85,8.84892655367232,6265.04,708
11,2014,7,5.65,9.82961681087763,7952.16,809
11,2014,8,4.845,7.37599656357388,4292.83,582
11,2014,9,5.25,7.21743119266055,4720.2,654
11,2014,10,5.05,7.54641509433962,5199.48,689
11,2014,11,5.05,7.84979010494753,5235.81,667
11,2014,12,5.05,8.04992331288344,5248.55,652
12,2014,1,3.25,5.60748427672956,891.59,159
12,2014,2,3.25,5.655,950.04,168
12,2014,3,3.25,4.41929411764706,751.28,170
12,2014,4,3.25,3.8059748427673,605.15,159
12,2014,5,3.25,9.91709459459459,1467.73,148
12,2014,6,3.25,6.14971830985916,873.26,142
12,2014,7,3.25,8.05366197183099,1143.62,142
12,2014,8,3.25,4.8903488372093,841.14,172
12,2014,9,3.25,5.79993243243243,858.39,148
12,2014,10,6.05,8.80523114355231,3618.95,411
12,2014,11,5.25,7.61423963133641,1652.29,217
12,2014,12,3.25,4.32019230769231,449.3,104
13,2014,1,3.25,8.05754578754579,4399.42,546
13,2014,2,3.25,5.4963119266055,2995.49,545
13,2014,3,3.25,4.8154356846473,2321.04,482
13,2014,4,3.45,7.29166416791604,4863.54,667
13,2014,5,4.45,8.81530343007916,6682,758
13,2014,6,3.25,6.78537391304348,3901.59,575
13,2014,7,4.35,7.74616113744076,6537.76,844
13,2014,8,3.25,5.58501048218029,2664.05,477
13,2014,9,3.25,5.44379166666667,2613.02,480
13,2014,10,4.45,7.00958333333333,5383.36,768
13,2014,11,3.45,6.77024539877301,3310.65,489
13,2014,12,3.25,7.0264880952381,3541.35,504
14,2014,1,4.05,6.06367521367521,7094.5,1170
14,2014,2,4.25,5.72728519195612,6265.65,1094
14,2014,3,4.25,6.80819305019305,8816.61,1295
14,2014,4,4.25,6.14137959866221,7345.09,1196
14,2014,5,4.45,6.27156276686593,7344,1171
14,2014,6,4.45,6.64992452830189,7048.92,1060
14,2014,7,4.25,6.34180265654649,6684.26,1054
14,2014,8,4.85,8.14405072463768,11238.79,1380
14,2014,9,4.45,8.74408333333333,9443.61,1080
14,2014,10,4.25,10.0229140461216,9561.86,954
14,2014,11,4.65,6.74105522682446,6835.43,1014
14,2014,12,4.45,8.05928870292887,7704.68,956
15,2014,1,3.25,5.90038333333333,3540.23,600
15,2014,2,3.25,5.34878048780488,3289.5,615
15,2014,3,3.85,6.66928829915561,5528.84,829
15,2014,4,3.45,8.14276176024279,5366.08,659
15,2014,5,4.845,7.99265217391304,9191.55,1150
15,2014,6,4.45,7.48210748155954,7100.52,949
15,2014,7,3.65,7.57517587939699,6029.84,796
15,2014,8,4.45,7.92752446183953,8101.93,1022
15,2014,9,4.05,7.16288,5372.16,750
15,2014,10,3.25,5.784229390681,3227.6,558
15,2014,11,3.65,6.36327419354839,3945.23,620
15,2014,12,3.85,7.94654664484452,4855.34,611
16,2014,1,3.25,5.42878048780488,17138.66,3157
