community,year,week,median,mean,sum,count
35,2013,47,3.25,5.099944444,917.99,180
35,2013,48,4.45,8.227409639,1365.75,166
35,2013,49,3.55,5.992948718,934.9,156
35,2013,50,3.45,6.192056075,1325.1,214
35,2013,51,3.45,7.433647059,1263.72,170
35,2013,52,3.85,7.070507246,975.73,138
36,2013,1,3.25,4.6,92,20
36,2013,2,3.25,4.227777778,38.05,9
36,2013,3,3.65,5.3,21.2,4
36,2013,4,3.35,5.19375,41.55,8
36,2013,5,3.25,7.516666667,135.3,18
36,2013,6,3.25,3.275,26.2,8
36,2013,7,3.25,3.95,47.4,12
36,2013,8,9.05,10.59545455,116.55,11
36,2013,9,5.85,8.707142857,121.9,14
36,2013,10,4.95,7.564285714,105.9,14
36,2013,11,3.85,5.345652174,122.95,23
36,2013,12,3.45,5.716666667,120.05,21
36,2013,13,3.25,5.1,61.2,12
36,2013,14,3.45,5.689333333,85.34,15
36,2013,15,3.55,6.164285714,86.3,14
36,2013,16,8.65,8.516666667,127.75,15
36,2013,17,6.05,7.388461538,96.05,13
36,2013,18,5.25,8.421428571,176.85,21
36,2013,19,3.25,6.65,126.35,19
36,2013,20,3.85,8.242,206.05,25
36,2013,21,3.65,5.048,100.96,20
36,2013,22,4.25,7.036842105,133.7,19
36,2013,23,3.25,7.236666667,108.55,15
36,2013,24,6.25,7.25,79.75,11
36,2013,25,3.25,4.268181818,46.95,11
36,2013,26,3.25,3.883333333,46.6,12
36,2013,27,3.35,7.79,77.9,10
36,2013,28,3.25,5.997826087,137.95,23
36,2013,29,3.45,3.592857143,25.15,7
36,2013,30,3.25,8.478571429,59.35,7
36,2013,31,3.25,3.333333333,40,12
36,2013,32,3.25,6.759090909,74.35,11
36,2013,33,3.65,4.81,72.15,15
36,2013,34,4.85,9.46,141.9,15
36,2013,35,3.45,5.316666667,79.75,15
36,2013,36,3.65,8.485714286,59.4,7
36,2013,37,3.75,6.194444444,111.5,18
36,2013,38,3.35,6.311666667,189.35,30
36,2013,39,4.45,11.13,111.3,10
36,2013,40,3.65,9.016666667,108.2,12
36,2013,41,3.45,5.863333333,87.95,15
36,2013,42,3.25,6.007142857,84.1,14
36,2013,43,3.45,8.414705882,143.05,17
36,2013,44,3.45,6.261764706,106.45,17
36,2013,45,3.25,4.56875,146.2,32
36,2013,46,3.45,6.378,159.45,25
36,2013,47,3.65,7.014782609,161.34,23
36,2013,48,4.45,7.692857143,161.55,21
36,2013,49,3.25,6.678947368,126.9,19
36,2013,50,3.25,6.273913043,144.3,23
36,2013,51,4.15,7.36,147.2,20
36,2013,52,3.85,6.559090909,144.3,22
37,2013,1,4.65,6.75,40.5,6
37,2013,2,7.55,11.4275,91.42,8
37,2013,3,3.25,3.45,41.4,12
37,2013,4,3.35,4.575,36.6,8
37,2013,5,3.25,5.8,40.6,7
37,2013,6,3.25,3.383333333,30.45,9
37,2013,7,3.35,6.625,53,8
37,2013,8,3.45,5.583333333,33.5,6
37,2013,9,3.25,7.625,106.75,14
37,2013,10,3.25,3.93,39.3,10
37,2013,11,6.65,9.411538462,122.35,13
37,2013,12,3.25,5.57,27.85,5
37,2013,13,5.75,5.75,11.5,2
37,2013,14,5.65,5.872222222,52.85,9
37,2013,15,3.25,4.338888889,39.05,9
37,2013,16,3.65,7.314285714,51.2,7
37,2013,17,3.35,6.21,62.1,10
37,2013,18,3.35,4.721428571,66.1,14
37,2013,19,3.55,6.336,63.36,10
37,2013,20,3.25,3.392857143,23.75,7
37,2013,21,3.25,7.77,77.7,10
37,2013,22,3.75,5.375,43,8
37,2013,23,3.85,7.694285714,53.86,7
37,2013,24,3.25,9.094444444,81.85,9
37,2013,25,3.25,7.358333333,44.15,6
37,2013,26,3.85,12.91666667,38.75,3
37,2013,27,4.15,7.816666667,46.9,6
37,2013,28,3.35,7.5,60,8
37,2013,29,3.25,3.25,3.25,1
37,2013,30,3.45,3.716666667,11.15,3
37,2013,32,3.45,6.9,34.5,5
37,2013,33,3.25,4.39,43.9,10
37,2013,34,3.25,3.65,18.25,5
37,2013,35,4.35,5.866666667,70.4,12
37,2013,36,3.35,5.7,45.6,8
37,2013,37,3.95,4.816666667,28.9,6
37,2013,38,3.25,6.107142857,42.75,7
37,2013,39,3.65,15.67857143,109.75,7
37,2013,40,3.45,6.092857143,85.3,14
37,2013,41,3.75,6.283333333,75.4,12
37,2013,42,5.45,14.91666667,44.75,3
37,2013,43,3.25,4.561111111,41.05,9
37,2013,44,3.65,4.27,42.7,10
37,2013,45,3.25,4.21,42.1,10
37,2013,46,6.45,12.825,205.2,16
37,2013,47,5.15,6.433333333,77.2,12
37,2013,48,3.25,5.82,87.3,15
37,2013,49,3.25,6.283333333,75.4,12
37,2013,50,3.85,5,40,8
37,2013,51,5.25,7.492857143,104.9,14
37,2013,52,4.15,6.7625,81.15,12
38,2013,1,5.25,7.772222222,279.8,36
38,2013,2,3.85,7.138888889,64.25,9
38,2013,3,3.25,4.164285714,87.45,21
38,2013,4,4.84,12.50428571,262.59,21
38,2013,5,3.95,6.573076923,170.9,26
38,2013,6,4.15,6.35,127,20
38,2013,7,3.75,261.433,5228.66,20
38,2013,8,4.85,6.479032258,200.85,31
38,2013,9,6.65,9.300793651,585.95,63
38,2013,10,5.05,7.322222222,395.4,54
38,2013,11,5.65,6.965555556,313.45,45
38,2013,12,3.85,6.51,279.93,43
38,2013,13,3.45,7.57,151.4,20
38,2013,14,4.35,6.704,335.2,50
38,2013,15,4.945,7.0275,252.99,36
38,2013,16,6.25,9.13372093,392.75,43
38,2013,17,4.65,6.8525,274.1,40
38,2013,18,6.45,7.994117647,271.8,34
38,2013,19,3.45,7.331081081,271.25,37
38,2013,20,6.05,7.502777778,270.1,36
38,2013,21,7.15,7.542105263,286.6,38
38,2013,22,6.45,7.492857143,262.25,35
38,2013,23,4.65,6.369714286,222.94,35
38,2013,24,4.05,7.637380952,320.77,42
38,2013,25,3.25,4.45,80.1,18
38,2013,26,4.45,6.386,159.65,25
38,2013,27,3.45,6.128571429,171.6,28
38,2013,28,3.45,6.258695652,143.95,23
38,2013,29,3.85,4.25,89.25,21
38,2013,30,3.45,4.995652174,114.9,23
38,2013,31,3.45,6.3875,127.75,20
38,2013,32,3.25,9.398076923,244.35,26
38,2013,33,3.85,7.722727273,254.85,33
38,2013,34,4.95,6.54375,209.4,32
38,2013,35,4.05,7.168,179.2,25
38,2013,36,4.85,5.932926829,243.25,41
38,2013,37,5.45,7.022972973,259.85,37
38,2013,38,5.45,7.008974359,273.35,39
38,2013,39,7.05,7.8,202.8,26
38,2013,40,7.25,8.41,294.35,35
38,2013,41,4.25,9.13,328.68,36
38,2013,42,4.75,8.608823529,292.7,34
38,2013,43,4.65,22.94122449,1124.12,49
38,2013,44,6.25,7.796666667,350.85,45
38,2013,45,4.45,7.913207547,419.4,53
38,2013,46,4.65,6.617777778,297.8,45
38,2013,47,6.45,9.264516129,287.2,31
38,2013,48,4.05,7.389615385,384.26,52
38,2013,49,6.45,8.106976744,348.6,43
38,2013,50,5.05,7.4,392.2,53
38,2013,51,4.25,6.258139535,269.1,43
38,2013,52,6.05,7.942045455,349.45,44
39,2013,1,3.25,5.121967213,312.44,61
39,2013,2,3.85,6.525714286,228.4,35
39,2013,3,3.45,5.960204082,292.05,49
39,2013,4,3.25,6.164354839,382.19,62
39,2013,5,3.35,6.35609375,406.79,64
39,2013,6,3.25,6.037288136,356.2,59
39,2013,7,3.45,5.391111111,242.6,45
39,2013,8,4.05,6.940704225,492.79,71
39,2013,9,4.65,8.378705882,712.19,85
39,2013,10,4.05,6.984057971,481.9,69
39,2013,11,4.65,7.143970588,485.79,68
39,2013,12,3.75,7.028125,562.25,80
39,2013,13,4.05,5.883709677,364.79,62
39,2013,14,4.45,6.98091954,607.34,87
39,2013,15,3.65,5.958313253,494.54,83
39,2013,16,3.65,7.366463415,604.05,82
39,2013,17,3.85,6.962745098,710.2,102
39,2013,18,4.05,5.906470588,502.05,85
39,2013,19,4.65,7.616103896,586.44,77
39,2013,20,4.45,7.683376623,591.62,77
39,2013,21,3.45,7.051012658,557.03,79
39,2013,22,5.05,8.278333333,844.39,102
39,2013,23,3.45,6.8664,514.98,75
39,2013,24,3.45,5.0675,425.67,84
39,2013,25,3.25,5.269833333,316.19,60
39,2013,26,3.45,6.295121951,516.2,82
39,2013,27,3.55,10.63597222,765.79,72
39,2013,28,3.45,5.846551724,339.1,58
39,2013,29,3.45,5.547419355,343.94,62
39,2013,30,3.55,8.271875,397.05,48
39,2013,31,3.45,5.474561404,312.05,57
39,2013,32,3.45,5.790540541,428.5,74
39,2013,33,3.45,5.536666667,332.2,60
39,2013,34,4.05,7.594615385,493.65,65
39,2013,35,3.45,5.625842697,500.7,89
39,2013,36,3.25,6.564361702,617.05,94
39,2013,37,3.45,6.490384615,506.25,78
39,2013,38,3.35,5.709487179,445.34,78
39,2013,39,3.65,8.793661972,624.35,71
39,2013,40,3.85,7.374137931,641.55,87
39,2013,41,3.45,6.813372093,585.95,86
39,2013,42,3.25,5.279894737,501.59,95
39,2013,43,3.45,5.966911765,405.75,68
39,2013,44,4.25,6.488170732,532.03,82
39,2013,45,3.25,6.607303371,588.05,89
39,2013,46,3.25,5.603333333,504.3,90
39,2013,47,3.45,9.660714286,811.5,84
39,2013,48,3.45,6.88902439,564.9,82
39,2013,49,3.45,6.05175,484.14,80
39,2013,50,3.25,7.880294118,803.79,102
39,2013,51,3.45,6.68862069,775.88,116
39,2013,52,3.85,5.563157895,422.8,76
40,2013,1,5.25,8.235714286,115.3,14
40,2013,2,3.25,10.6,42.4,4
40,2013,3,3.45,4.516666667,40.65,9
40,2013,4,3.25,3.45,31.05,9
40,2013,5,3.25,3.6,28.8,8
40,2013,6,3.45,3.69,18.45,5
40,2013,7,3.25,3.316666667,19.9,6
40,2013,8,6.75,9.825,78.6,8
40,2013,9,10.05,10.51590909,231.35,22
40,2013,10,3.25,5.9625,95.4,16
40,2013,11,3.25,8.023333333,120.35,15
40,2013,12,3.25,7.297619048,153.25,21
40,2013,13,4.85,5.05,30.3,6
40,2013,14,3.25,6.283333333,75.4,12
40,2013,15,12.4,12.46,124.6,10
40,2013,16,18.35,14.475,86.85,6
40,2013,17,3.25,5.078571429,35.55,7
40,2013,18,4.35,8.325,133.2,16
40,2013,19,3.25,6.173076923,80.25,13
40,2013,20,3.25,5.383333333,16.15,3
40,2013,21,3.75,9.37,93.7,10
40,2013,22,10.25,9.221428571,64.55,7
40,2013,23,4.25,7.285,72.85,10
40,2013,24,3.45,20.63888889,185.75,9
40,2013,25,3.25,3.41,17.05,5
40,2013,26,3.25,5.914285714,41.4,7
40,2013,27,3.25,4.561111111,41.05,9
40,2013,28,3.25,4.075,32.6,8
40,2013,29,3.25,3.65,25.55,7
40,2013,30,3.85,4.516666667,13.55,3
40,2013,31,4.95,10.825,64.95,6
40,2013,32,3.65,6.05,54.45,9
40,2013,33,6.05,7.738888889,139.3,18
40,2013,34,10.65,8.95,71.6,8
40,2013,35,5.75,8.654166667,103.85,12
40,2013,36,3.85,4.872222222,43.85,9
40,2013,37,4.85,8.561111111,77.05,9
40,2013,38,3.25,4.294444444,38.65,9
40,2013,39,3.85,8.25,74.25,9
40,2013,40,3.85,7.166666667,107.5,15
40,2013,41,3.25,6.827777778,61.45,9
40,2013,42,3.45,4.916666667,14.75,3
40,2013,43,3.35,6.716666667,80.6,12
40,2013,44,10.25,9.803846154,127.45,13
40,2013,45,4.05,11.79411765,200.5,17
40,2013,46,4.65,6.726923077,87.45,13
40,2013,47,4.05,7.064285714,98.9,14
40,2013,48,7.85,18.55416667,222.65,12
40,2013,49,3.45,6.897058824,117.25,17
40,2013,50,3.45,8.204545455,90.25,11
40,2013,51,3.35,5.68,113.6,20
40,2013,52,10.05,10.795,215.9,20
41,2013,1,4.45,6.292276119,1686.33,268
41,2013,2,5.05,7.726990291,1591.76,206
41,2013,3,4.85,37.16106838,8695.69,234
41,2013,4,4.85,6.512469136,1582.53,243
41,2013,5,4.84,6.07385214,1560.98,257
41,2013,6,5.25,6.726637555,1540.4,229
41,2013,7,4.45,6.721352459,1640.01,244
41,2013,8,5.25,8.11775641,2532.74,312
41,2013,9,5.25,7.890955631,2312.05,293
41,2013,10,4.85,7.571901408,2150.42,284
41,2013,11,5.25,7.364291045,1973.63,268
41,2013,12,4.85,7.389463602,1928.65,261
41,2013,13,4.45,5.85122449,1433.55,245
41,2013,14,5.05,7.371282051,2299.84,312
41,2013,15,4.45,6.714760479,2242.73,334
41,2013,16,5.25,9.22454039,3311.61,359
41,2013,17,4.95,7.117,2063.93,290
41,2013,18,4.85,7.440763636,2046.21,275
41,2013,19,5.05,6.804151625,1884.75,277
41,2013,20,5.05,7.382623574,1941.63,263
41,2013,21,4.745,7.258354839,2250.09,310
41,2013,22,4.65,7.202243346,1894.19,263
41,2013,23,5.05,7.308225806,1812.44,248
41,2013,24,5.25,23.4002331,10038.7,429
41,2013,25,4.65,6.4465,1289.3,200
41,2013,26,5.05,7.703227092,1933.51,251
41,2013,27,5.05,7.142640693,1649.95,231
41,2013,28,4.25,7.679446494,2081.13,271
41,2013,29,4.85,6.159876543,1496.85,243
41,2013,30,4.85,5.93772093,1276.61,215
41,2013,31,4.95,6.578907563,1565.78,238
41,2013,32,4.85,6.362690909,1749.74,275
41,2013,33,4.45,6.561003861,1699.3,259
41,2013,34,4.45,6.208007663,1620.29,261
41,2013,35,4.25,6.409850187,1711.43,267
41,2013,36,4.85,7.977758621,1850.84,232
41,2013,37,5.05,7.046983471,1705.37,242
41,2013,38,5.25,7.133358209,1911.74,268
41,2013,39,4.85,6.951710914,2356.63,339
41,2013,40,5.25,7.345294118,2497.4,340
41,2013,41,4.85,6.283069544,2620.04,417
41,2013,42,5.05,6.855767196,2591.48,378
41,2013,43,5.05,6.364923469,2495.05,392
41,2013,44,5.35,6.679016854,2377.73,356
41,2013,45,4.85,5.995151515,2374.08,396
41,2013,46,5.25,6.772293814,2627.65,388
41,2013,47,5.05,6.631990172,2699.22,407
41,2013,48,5.05,6.547728614,2219.68,339
41,2013,49,5.05,7.155777778,2898.09,405
41,2013,50,4.85,6.629920949,3354.74,506
41,2013,51,4.85,6.018854489,1944.09,323
41,2013,52,4.85,19.35713636,4258.57,220
42,2013,1,3.25,11.68076923,303.7,26
42,2013,2,3.25,9.419230769,122.45,13
42,2013,3,3.25,7.636206897,221.45,29
42,2013,4,3.25,8.25952381,173.45,21
42,2013,5,3.55,7.464583333,179.15,24
42,2013,6,3.35,7.999666667,239.99,30
42,2013,7,3.25,8.284482759,240.25,29
42,2013,8,3.95,9.4,188,20
42,2013,9,4.65,9.605882353,489.9,51
42,2013,10,3.25,8.20483871,254.35,31
42,2013,11,6,11.594,289.85,25
42,2013,12,3.25,6.270731707,257.1,41
42,2013,13,3.25,7.059090909,155.3,22
42,2013,14,6.05,10.84032258,336.05,31
42,2013,15,4.05,8.342307692,216.9,26
42,2013,16,3.35,8.703333333,261.1,30
42,2013,17,3.45,7.344444444,330.5,45
42,2013,18,3.45,7.532258065,233.5,31
42,2013,19,4.05,8.398571429,293.95,35
42,2013,20,3.25,8.838235294,300.5,34
42,2013,21,11.45,11.06425532,520.02,47
42,2013,22,3.45,10.016,350.56,35
42,2013,23,3.45,8.920833333,321.15,36
42,2013,24,5.25,8.556060606,282.35,33
42,2013,25,3.25,4.8,115.2,24
42,2013,26,3.25,7.911538462,205.7,26
42,2013,27,5.25,9.16125,366.45,40
42,2013,28,3.25,6.422727273,141.3,22
42,2013,29,3.25,4.25,106.25,25
42,2013,30,3.25,4.873076923,63.35,13
42,2013,31,3.45,11.48148148,310,27
42,2013,32,3.25,7.542647059,256.45,34
42,2013,33,3.25,6.052857143,211.85,35
42,2013,34,3.25,6.266666667,150.4,24
42,2013,35,3.85,9.463636364,312.3,33
42,2013,36,4.45,10.95545455,602.55,55
42,2013,37,3.25,8.5796875,274.55,32
42,2013,38,3.45,9.038095238,189.8,21
42,2013,39,3.25,9.703333333,291.1,30
42,2013,40,3.45,8.2171875,262.95,32
42,2013,41,3.25,12.375,297,24
42,2013,42,3.55,11.475,367.2,32
42,2013,43,3.75,11.362,568.1,50
42,2013,44,3.45,7.744444444,348.5,45
42,2013,45,3.45,9.940294118,337.97,34
42,2013,46,5.65,12.12777778,436.6,36
42,2013,47,3.65,10.40121951,426.45,41
42,2013,48,4.45,9.484782609,436.3,46
42,2013,49,3.65,8.424444444,379.1,45
42,2013,50,3.35,8.333571429,583.35,70
42,2013,51,3.45,9.246,462.3,50
42,2013,52,3.75,10.03035714,280.85,28
43,2013,1,3.65,7.117234043,334.51,47
43,2013,2,3.25,5.187837838,191.95,37
43,2013,3,3.25,5.792222222,260.65,45
43,2013,4,3.25,5.4715,218.86,40
43,2013,5,3.25,8.211702128,385.95,47
43,2013,6,5.05,6.745744681,317.05,47
43,2013,7,3.45,7.293333333,437.6,60
43,2013,8,5.45,7.756081081,573.95,74
43,2013,9,4.45,108.7696386,9027.88,83
43,2013,10,4.65,7.932794118,539.43,68
43,2013,11,3.95,8.214,410.7,50
43,2013,12,4.65,10.50709091,577.89,55
43,2013,13,3.25,5.162820513,201.35,39
43,2013,14,5.65,11.95098039,609.5,51
43,2013,15,4.55,9.22421875,590.35,64
43,2013,16,3.45,16.5247619,1041.06,63
43,2013,17,3.25,6.8671875,439.5,64
43,2013,18,3.25,8.058219178,588.25,73
43,2013,19,3.7,8.428846154,438.3,52
43,2013,20,3.25,7.532857143,527.3,70
43,2013,21,3.55,6.698225806,415.29,62
43,2013,22,3.25,8.414545455,462.8,55
43,2013,23,3.45,7.914814815,427.4,54
43,2013,24,3.35,7.666,383.3,50
43,2013,25,3.25,4.882978723,229.5,47
43,2013,26,3.45,5.9658,298.29,50
43,2013,27,5.045,7.564375,363.09,48
43,2013,28,4.85,9.082432432,336.05,37
43,2013,29,3.25,5.51097561,225.95,41
43,2013,30,3.45,8.648684211,328.65,38
43,2013,31,3.25,6.581818182,289.6,44
43,2013,32,3.45,6.574137931,381.3,58
43,2013,33,4.15,7.977777778,430.8,54
43,2013,34,4.25,8.225471698,435.95,53
43,2013,35,4.25,7.596969697,501.4,66
43,2013,36,4.25,8.540816327,418.5,49
43,2013,37,3.75,10.09137931,585.3,58
43,2013,38,3.55,7.009821429,392.55,56
43,2013,39,4.75,7.041666667,338,48
43,2013,40,3.95,7.294827586,423.1,58
43,2013,41,4.35,7.629464286,427.25,56
43,2013,42,3.25,7.586,379.3,50
43,2013,43,3.25,7.376666667,442.6,60
43,2013,44,3.85,8.746078431,446.05,51
43,2013,45,3.95,6.954545455,306,44
43,2013,46,3.95,7.515,375.75,50
43,2013,47,5.05,8.938888889,402.25,45
43,2013,48,3.45,7,336,48
43,2013,49,4.05,6.467346939,316.9,49
43,2013,50,3.25,6.169444444,333.15,54
43,2013,51,7.05,10.37318841,715.75,69
43,2013,52,3.85,7.107377049,433.55,61
44,2013,1,5.05,10.9540625,350.53,32
44,2013,2,5.85,14.12846154,367.34,26
44,2013,3,5.25,9.567,191.34,20
44,2013,4,3.55,5.75,103.5,18
44,2013,5,3.85,9.06,181.2,20
44,2013,6,3.45,8.50952381,178.7,21
44,2013,7,4.25,7.548695652,347.24,46
44,2013,8,3.45,7.879268293,323.05,41
44,2013,9,5.85,10.98666667,296.64,27
44,2013,10,7.25,10.64137931,308.6,29
44,2013,11,6.45,10.6640625,341.25,32
44,2013,12,4.84,10.25129032,317.79,31
44,2013,13,5.55,9.429375,301.74,32
44,2013,14,4.25,10.25333333,153.8,15
44,2013,15,8.45,21.45423077,557.81,26
44,2013,16,6.75,12.17125,486.85,40
44,2013,17,8.25,11.59054054,428.85,37
44,2013,18,4.45,10.47407407,282.8,27
44,2013,19,6.25,10.69121212,352.81,33
44,2013,20,4.845,11.01115385,286.29,26
44,2013,21,4.95,7.741071429,216.75,28
44,2013,22,3.25,9.622,240.55,25
44,2013,23,7.45,13.02173913,299.5,23
44,2013,24,4.65,13.28823529,225.9,17
44,2013,25,3.65,6.725,161.4,24
44,2013,26,3.85,10.64090909,234.1,22
44,2013,27,5.05,8.118333333,194.84,24
44,2013,28,3.35,10.64272727,234.14,22
44,2013,29,3.25,5.607619048,117.76,21
44,2013,30,4.245,5.974375,95.59,16
44,2013,31,3.45,5.5276,138.19,25
44,2013,32,3.45,9.347058824,158.9,17
44,2013,33,3.55,5.740833333,137.78,24
44,2013,34,3.45,6.935357143,194.19,28
44,2013,35,3.95,8.443809524,354.64,42
44,2013,36,5.05,7.299565217,335.78,46
44,2013,37,3.45,6.165,283.59,46
44,2013,38,4.25,11.23833333,337.15,30
44,2013,39,3.45,7.356333333,220.69,30
44,2013,40,3.95,6.415,166.79,26
44,2013,41,5.75,9.128333333,273.85,30
44,2013,42,4.05,8.677272727,286.35,33
44,2013,43,4.25,11.58225806,359.05,31
44,2013,44,3.25,5.761956522,265.05,46
44,2013,45,3.25,6.944927536,479.2,69
44,2013,46,5.05,8.485087719,483.65,57
44,2013,47,8.05,11.98581395,515.39,43
44,2013,48,4.25,8.579193548,531.91,62
44,2013,49,5.15,7.530333333,451.82,60
44,2013,50,4.84,8.836181818,485.99,55
44,2013,51,4.45,7.908461538,411.24,52
44,2013,52,3.65,8.640909091,285.15,33
45,2013,1,3.25,37.63,188.15,5
45,2013,2,20.1,20.1,20.1,1
45,2013,3,3.65,8.65,25.95,3
45,2013,4,3.25,3.25,3.25,1
45,2013,5,3.45,3.516666667,10.55,3
45,2013,6,3.25,14.256,71.28,5
45,2013,7,3.25,8.866666667,26.6,3
45,2013,8,3.25,6.670833333,80.05,12
45,2013,9,3.25,3.878571429,27.15,7
45,2013,10,3.75,8.68125,69.45,8
45,2013,11,9.85,12.85,64.25,5
45,2013,12,3.65,10.16,50.8,5
45,2013,13,11.6,12.01,60.05,5
45,2013,14,3.65,9.692857143,67.85,7
45,2013,15,3.75,7.84875,62.79,8
45,2013,16,3.45,7.183333333,43.1,6
45,2013,17,9.05,13.91666667,41.75,3
45,2013,18,3.25,3.25,13,4
45,2013,19,19.45,20.67222222,186.05,9
45,2013,20,11.95,16.41666667,98.5,6
45,2013,21,5.15,10.35,62.1,6
45,2013,22,3.75,14.0125,112.1,8
45,2013,23,12.225,17.78333333,106.7,6
45,2013,24,21.25,21.25,42.5,2
45,2013,25,3.25,3.25,3.25,1
45,2013,26,3.35,9.1,36.4,4
45,2013,27,18.25,18.25,36.5,2
45,2013,28,8.25,16.13333333,48.4,3
45,2013,29,3.25,3.25,3.25,1
45,2013,30,3.25,3.25,3.25,1
45,2013,31,3.25,3.25,6.5,2
45,2013,32,5.05,6.9,27.6,4
45,2013,33,5.645,6.515,39.09,6
45,2013,34,11.95,11.95,23.9,2
45,2013,35,3.25,6.05,30.25,5
45,2013,36,3.95,7.083333333,85,12
45,2013,37,4.65,13.45,121.05,9
45,2013,38,7.65,15.41428571,107.9,7
45,2013,39,3.25,4.33,43.3,10
45,2013,40,28.55,21.95833333,131.75,6
45,2013,41,3.25,6.549,65.49,10
45,2013,42,3.25,3.735714286,26.15,7
45,2013,43,3.45,4.17,20.85,5
45,2013,44,16.45,19.78333333,59.35,3
45,2013,45,3.25,7.925,63.4,8
45,2013,46,6.25,12.95,77.7,6
45,2013,47,5.05,6.05,36.3,6
45,2013,48,6.95,11.31666667,67.9,6
45,2013,49,3.25,9.596153846,124.75,13
45,2013,50,3.25,5.670833333,68.05,12
45,2013,51,8.15,8.15,16.3,2
45,2013,52,4.05,7.45,29.8,4
46,2013,1,3.25,5.478571429,38.35,7
46,2013,2,3.55,7.864285714,110.1,14
46,2013,3,6.05,7.128571429,49.9,7
46,2013,4,3.25,6.464285714,45.25,7
46,2013,5,3.25,8.883333333,53.3,6
46,2013,6,3.45,3.716666667,11.15,3
46,2013,7,10.15,9.883333333,59.3,6
46,2013,8,3.25,6.064285714,84.9,14
46,2013,9,8.25,13.68076923,177.85,13
46,2013,10,5.25,13.61818182,149.8,11
46,2013,11,3.25,4.426666667,39.84,9
46,2013,12,3.45,12.85,128.5,10
46,2013,13,4.65,8.616666667,51.7,6
46,2013,14,11.25,14.48181818,159.3,11
46,2013,15,3.65,4.81,24.05,5
46,2013,16,5.85,11.36428571,79.55,7
46,2013,17,3.35,5.375,43,8
46,2013,18,4.25,7.754166667,93.05,12
46,2013,19,4.25,11.8375,142.05,12
46,2013,20,12.725,12.245,122.45,10
46,2013,21,4.65,7.95,87.45,11
46,2013,22,3.25,5.35,42.8,8
46,2013,23,3.25,4.8,57.6,12
46,2013,24,3.45,6.266666667,75.2,12
46,2013,25,7.95,10.59,105.9,10
46,2013,26,4.75,12.728125,203.65,16
46,2013,27,6.25,10.524375,168.39,16
46,2013,28,3.45,12.06538462,156.85,13
46,2013,29,4.55,18.95,265.3,14
46,2013,30,3.35,5.23,52.3,10
46,2013,31,3.25,10.67857143,74.75,7
46,2013,32,3.85,7.957142857,55.7,7
46,2013,33,12.05,17.52368421,332.95,19
46,2013,34,3.25,9.678947368,183.9,19
46,2013,35,3.25,5.74,114.8,20
46,2013,36,3.85,6.78,122.04,18
46,2013,37,4.55,8.825,211.8,24
46,2013,38,4.55,8.203571429,114.85,14
46,2013,39,3.95,11.81666667,212.7,18
46,2013,40,3.25,8.767647059,149.05,17
46,2013,41,3.25,7.95,159,20
46,2013,42,3.25,5.036666667,75.55,15
46,2013,43,3.25,4.978571429,69.7,14
46,2013,44,3.45,6.544117647,111.25,17
46,2013,45,3.25,8.722727273,95.95,11
46,2013,46,12.75,12.95,103.6,8
46,2013,47,3.35,10.666,106.66,10
46,2013,48,3.25,4.5875,55.05,12
46,2013,49,4.25,11.10714286,77.75,7
46,2013,50,3.25,3.45,24.15,7
46,2013,51,4.25,9.130952381,191.75,21
46,2013,52,4.75,10.04583333,120.55,12
47,2013,6,3.25,3.25,3.25,1
47,2013,8,18.25,18.25,18.25,1
47,2013,9,17.25,15.7,47.1,3
47,2013,11,13.65,13.65,13.65,1
47,2013,14,2.75,2.75,5.5,2
47,2013,15,15.95,15.95,31.9,2
47,2013,18,8.75,8.5,34,4
47,2013,22,3.25,3.25,3.25,1
47,2013,23,3.45,3.45,3.45,1
47,2013,24,22.05,22.05,22.05,1
47,2013,26,6.35,6.35,12.7,2
47,2013,27,10.05,10.05,10.05,1
47,2013,28,3.25,3.25,9.75,3
47,2013,29,7.85,7.85,7.85,1
47,2013,31,3.45,3.45,3.45,1
47,2013,33,3.25,3.316666667,9.95,3
47,2013,34,36.9,36.9,36.9,1
47,2013,35,18.45,18.45,18.45,1
47,2013,39,3.25,3.316666667,9.95,3
47,2013,40,3.25,3.25,3.25,1
47,2013,41,3.25,3.25,3.25,1
47,2013,42,22.35,22.35,44.7,2
47,2013,43,83.25,83.25,166.5,2
47,2013,47,6.25,6.25,6.25,1
47,2013,49,3.25,3.25,6.5,2
47,2013,52,13.05,13.05,26.1,2
48,2013,1,3.25,6.466666667,77.6,12
48,2013,2,6.65,6.705555556,60.35,9
48,2013,3,3.25,4.704545455,51.75,11
48,2013,4,3.25,3.316666667,19.9,6
48,2013,5,3.25,5.3375,21.35,4
48,2013,6,5.05,6.425,51.4,8
48,2013,7,3.25,3.821428571,26.75,7
48,2013,8,18.25,15.92777778,143.35,9
48,2013,9,14.65,15.90833333,190.9,12
48,2013,10,3.35,9.564285714,133.9,14
48,2013,11,3.25,8.623333333,129.35,15
48,2013,12,4.85,10.3,123.6,12
48,2013,13,4.45,4.5,18,4
48,2013,14,9.85,14.7673913,339.65,23
48,2013,15,3.85,10.88,272,25
48,2013,16,3.25,6.527777778,176.25,27
48,2013,17,3.25,5.901923077,153.45,26
48,2013,18,3.25,7.701851852,207.95,27
48,2013,19,3.25,5.104545455,112.3,22
48,2013,20,3.25,5.631818182,123.9,22
